Date,Open,High,Low,Close,Volume
2022-08-29,129.8999939,131.9499969,128.7700043,129.7899933,48101600
2022-08-30,131.25,132.0700073,126.8499985,128.7299957,49203000
2022-08-31,129.4499969,130.5899963,126.7399979,126.7699966,53648700
2022-09-01,126.0,128.0200043,123.6600037,127.8199997,56636100
2022-09-02,129.5,131.3800049,126.3899994,127.5100021,57429800
2022-09-06,127.9199982,128.6199951,124.7399979,126.1100006,43888600
2022-09-07,126.1200027,129.8200073,125.4000015,129.4799957,47900300
2022-09-08,127.7200012,130.2799988,127.0999985,129.8200073,43988500
2022-09-09,130.9100037,133.6900024,130.7599945,133.2700043,49387600
2022-09-12,134.1000061,136.4900055,134.0,136.4499969,53826900
2022-09-13,131.0099945,131.3999939,126.2699966,126.8199997,72694000
2022-09-14,127.3600006,128.8399963,126.3300018,128.5500031,45316800
2022-09-15,127.3799973,130.3699951,125.5,126.2799988,52887200
2022-09-16,122.7799988,123.8700027,120.6999969,123.5299988,115667800
2022-09-19,122.1600037,124.7099991,121.8000031,124.6600037,47279700
2022-09-20,123.3499985,124.4000015,121.1399994,122.1900024,47698400
2022-09-21,122.4899979,123.7600021,118.4499969,118.5400009,58498900
2022-09-22,117.0800018,118.7900009,116.2600021,117.3099976,55229200
2022-09-23,116.0,116.0500031,112.0599976,113.7799988,65126700
2022-09-26,113.3000031,117.3399963,113.1299973,115.1500015,62723300
2022-09-27,117.1999969,118.3199997,113.0500031,114.4100037,60094700
2022-09-28,114.3799973,118.6999969,113.8000031,118.0100021,55763800
2022-09-29,115.5999985,116.0699997,113.0599976,114.8000031,58969700
2022-09-30,114.0800018,116.9199982,112.8399963,113.0,59479600
2022-10-03,113.5800018,116.9100037,112.4499969,115.8799973,50941900
2022-10-04,119.8899994,123.0,119.7900009,121.0899963,62812600
2022-10-05,118.5800018,121.75,117.6900024,120.9499969,48217500
2022-10-06,120.7699966,121.5299988,119.5,120.3000031,42253800
2022-10-07,118.0,118.1699982,113.8799973,114.5599976,54678000
2022-10-10,115.0999985,116.25,112.4300003,113.6699982,42339700
2022-10-11,112.7099991,115.4800034,110.3899994,112.2099991,56432200
2022-10-12,112.4899979,113.8300018,111.4000015,112.9000015,45728700
2022-10-13,107.8799973,113.4400024,105.3499985,112.5299988,86868100
2022-10-14,114.0999985,114.9599991,106.5999985,106.9000015,67737300
2022-10-17,110.1100006,114.1900024,110.0899963,113.7900009,62782000
2022-10-18,119.0599976,119.5199966,114.7900009,116.3600006,65607400
2022-10-19,114.7099991,116.5899963,113.2200012,115.0699997,47198100
2022-10-20,113.8300018,118.2399979,113.5100021,115.25,48795100
2022-10-21,114.7900009,119.5899963,114.5,119.3199997,55660500
2022-10-24,119.9800034,120.3899994,116.5699997,119.8199997,49531500
2022-10-25,119.6500015,121.3199997,118.9499969,120.5999985,50934600
2022-10-26,116.0,119.3499985,114.7600021,115.6600037,68802300
2022-10-27,113.9199982,114.1200027,109.7699966,110.9599991,129605400
2022-10-28,97.91000366,103.9599991,97.66000366,103.4100037,223133400
2022-10-31,103.5599976,104.8700027,100.7399979,102.4400024,99251400
2022-11-01,103.9899979,104.5800018,96.05999756,96.79000092,153370000
2022-11-02,97.31999969,97.73999786,92.01000214,92.12000275,135761800
2022-11-03,92.47000122,93.5,89.01999664,89.30000305,136683300
2022-11-04,91.48999786,92.44000244,88.04000092,90.98000336,129101300
2022-11-07,91.94999695,92.09999847,89.04000092,90.52999878,77495700
2022-11-08,90.79000092,91.72000122,88.23000336,89.98000336,88703400
2022-11-09,89.47000122,89.48000336,85.87000275,86.13999939,90796200
2022-11-10,92.94000244,98.69000244,91.65000153,96.62999725,173414900
2022-11-11,97.87999725,101.1900024,96.66000366,100.7900009,111590500
2022-11-14,98.76999664,100.1200027,97.29000092,98.48999786,99533100
2022-11-15,103.2099991,103.7900009,97.33999634,98.94000244,111336300
2022-11-16,96.84999847,98.48999786,95.54000092,97.12000275,87958800
2022-11-17,95.37000275,96.97000122,94.02999878,94.84999847,82617900
2022-11-18,95.94999695,95.98999786,92.48000336,94.13999939,72428200
2022-11-21,93.97000122,95.01999664,90.58999634,92.45999908,84330300
2022-11-22,92.62000275,93.34999847,90.87000275,93.19999695,62192000
2022-11-23,93.23999786,94.58000183,92.83000183,94.12999725,59414700
2022-11-25,93.79000092,94.43000031,93.06999969,93.41000366,35088600
2022-11-28,93.93000031,96.40000153,93.43000031,93.94999695,74943100
2022-11-29,94.04000092,94.41000366,91.44000244,92.41999817,65567300
2022-11-30,92.47000122,96.54000092,91.52999878,96.54000092,102805800
2022-12-01,96.98999786,97.23000336,94.91999817,95.5,68488000
2022-12-02,94.48000336,95.36000061,93.77999878,94.12999725,72496400
2022-12-05,93.05000305,94.05999756,90.81999969,91.01000214,71535500
2022-12-06,90.5,91.04000092,87.90000153,88.25,75503600
2022-12-07,88.33999634,89.88999939,87.48000336,88.45999908,68086900
2022-12-08,89.23999786,90.86000061,87.87999725,90.34999847,73305900
2022-12-09,88.90000153,90.30000305,88.62999725,89.08999634,67398500
2022-12-12,89.20999908,90.58000183,87.87000275,90.55000305,61999800
2022-12-13,95.23000336,96.25,90.51999664,92.48999786,100212000
2022-12-14,92.5,93.45999908,89.87000275,91.58000183,70298000
2022-12-15,89.88999939,89.97000122,87.47000122,88.44999695,84802900
2022-12-16,88.26999664,89.34999847,86.73000336,87.86000061,146144100
2022-12-19,87.51000214,87.62999725,84.51000214,84.91999817,83531500
2022-12-20,85.33000183,86.61000061,84.33000183,85.19000244,74348300
2022-12-21,86.18000031,87.23000336,85.20999908,86.76999664,59267200
2022-12-22,85.51999664,85.68000031,82.25,83.79000092,81431300
2022-12-23,83.25,85.77999878,82.93000031,85.25,57433700
2022-12-27,84.97000122,85.34999847,83.0,83.04000092,57284000
2022-12-28,82.80000305,83.48000336,81.69000244,81.81999969,58228600
2022-12-29,82.87000275,84.55000305,82.55000305,84.18000031,54995900
2022-12-30,83.12000275,84.05000305,82.47000122,84.0,62401200
2023-01-03,85.45999908,86.95999908,84.20999908,85.81999969,76706000
2023-01-04,86.55000305,86.98000336,83.36000061,85.13999939,68885100
2023-01-05,85.33000183,85.41999817,83.06999969,83.12000275,67930800
2023-01-06,83.02999878,86.40000153,81.43000031,86.08000183,83303400
2023-01-09,87.45999908,89.48000336,87.08000183,87.36000061,65266100
2023-01-10,87.56999969,90.19000244,87.29000092,89.87000275,67756600
2023-01-11,90.93000031,95.26000214,90.93000031,95.08999634,103126200
2023-01-12,96.93000031,97.19000244,93.5,95.26999664,85254800
2023-01-13,94.18000031,98.37000275,94.12000275,98.12000275,85549400
2023-01-17,98.68000031,98.88999939,95.73000336,96.05000305,72755000
2023-01-18,97.25,99.31999969,95.37999725,95.45999908,79570400
2023-01-19,94.73999786,95.44000244,92.86000061,93.68000031,69002700
2023-01-20,93.86000061,97.34999847,93.19999695,97.25,67481500
2023-01-23,97.55999756,97.77999878,95.86000061,97.51999664,76501100
2023-01-24,96.93000031,98.08999634,96.0,96.31999969,66929500
2023-01-25,92.55999756,97.23999786,91.51999664,97.18000031,94261600
2023-01-26,98.23999786,99.48999786,96.91999817,99.22000122,68523600
2023-01-27,99.52999878,103.4899979,99.52999878,102.2399979,87775600
2023-01-30,101.0899963,101.7399979,99.01000214,100.5500031,70691900
2023-01-31,101.1600037,103.3499985,101.1399994,103.1299973,66527300
2023-02-01,102.5299988,106.2399979,101.2399979,105.1500015,80450100
2023-02-02,110.25,114.0,108.8799973,112.9100037,158154200
2023-02-03,105.2600021,108.7799988,102.5199966,103.3899994,144374800
2023-02-06,102.9300003,103.9499969,100.6500015,102.1800003,81945200
2023-02-07,101.1699982,102.4100037,98.08000183,102.1100006,119501300
2023-02-08,102.0400009,102.6699982,98.77999878,100.0500031,75878300
2023-02-09,101.3199997,101.7799988,97.56999969,98.23999786,64622500
2023-02-10,97.55999756,98.81999969,96.23000336,97.61000061,52740100
2023-02-13,97.84999847,99.68000031,96.91000366,99.54000092,52841500
2023-02-14,98.41000366,100.9199982,97.51999664,99.69999695,56202900
2023-02-15,99.08999634,101.1699982,98.44999695,101.1600037,47957600
2023-02-16,99.20999908,100.6299973,98.09999847,98.15000153,56339200
2023-02-17,97.80000305,97.94000244,95.65000153,97.19999695,60029400
2023-02-21,95.33999634,95.61000061,94.26999664,94.58000183,56580400
2023-02-22,95.09999847,97.01000214,94.80000305,95.79000092,59534100
2023-02-23,96.12000275,96.43000031,93.66999817,95.81999969,48467000
2023-02-24,93.52999878,94.13999939,92.31999969,93.5,57053800
2023-02-27,94.27999878,94.77999878,93.13999939,93.76000214,47470300
2023-02-28,93.13999939,94.69000244,92.91999817,94.23000336,43959300
2023-03-01,93.87000275,94.68000031,91.58999634,92.16999817,52299500
2023-03-02,91.41000366,92.23000336,90.38999939,92.12999725,55509400
2023-03-03,92.73999786,94.94000244,92.66000366,94.90000153,55759600
2023-03-06,95.19000244,96.55000305,93.73999786,93.75,52112400
2023-03-07,94.05999756,95.08999634,92.77999878,93.55000305,49100700
2023-03-08,93.59999847,94.16999817,92.18000031,93.91999817,44899100
2023-03-09,93.68000031,96.20999908,92.18000031,92.25,56218700
2023-03-10,92.66999817,93.56999969,90.25,90.73000336,69827500
2023-03-13,89.97000122,94.01999664,88.12000275,92.43000031,72397100
2023-03-14,93.83000183,95.06999969,92.70999908,94.87999725,60912700
2023-03-15,93.22000122,96.66999817,93.06999969,96.19999695,70731800
2023-03-16,95.75,100.9899979,95.61000061,100.0400009,84446900
2023-03-17,99.79000092,100.6600037,97.45999908,98.94999695,87300200
2023-03-20,98.41000366,98.48000336,95.69999695,97.70999908,62388900
2023-03-21,98.13999939,100.8499985,98.0,100.6100006,58597300
2023-03-22,100.4499969,102.0999985,98.61000061,98.69999695,57475400
2023-03-23,100.4300003,101.0599976,97.62000275,98.70999908,57559300
2023-03-24,98.06999969,98.30000305,96.40000153,98.12999725,56095400
2023-03-27,99.06999969,99.33999634,97.08000183,98.04000092,46721300
2023-03-28,98.11000061,98.44000244,96.29000092,97.23999786,38720100
2023-03-29,98.69000244,100.4199982,98.55999756,100.25,49783300
2023-03-30,101.5500031,103.0400009,101.0100021,102.0,53633400
2023-03-31,102.1600037,103.4899979,101.9499969,103.2900009,56750300
2023-04-03,102.3000031,103.2900009,101.4300003,102.4100037,41135700
2023-04-04,102.75,104.1999969,102.1100006,103.9499969,48662500
2023-04-05,103.9100037,103.9100037,100.75,101.0999985,45175400
2023-04-06,100.75,102.3799973,99.80000305,102.0599976,43808000
2023-04-10,100.9599991,102.1999969,99.56999969,102.1699982,37261200
2023-04-11,100.8000031,101.0,99.01000214,99.91999817,60417800
2023-04-12,100.4000015,100.5100021,97.70999908,97.83000183,56735000
2023-04-13,98.94999695,102.5699997,98.70999908,102.4000015,67925100
2023-04-14,102.0699997,103.1999969,101.1100006,102.5100021,51450500
2023-04-17,103.1600037,103.7300034,101.5899963,102.7399979,39919500
2023-04-18,103.9499969,104.1999969,101.5199966,102.3000031,39790500
2023-04-19,101.5800018,105.1200027,101.3899994,104.3000031,58398900
2023-04-20,103.5299988,105.25,103.2099991,103.8099976,57696900
2023-04-21,106.0999985,108.1500015,105.0800018,106.9599991,86774200
2023-04-24,107.6600037,109.2300034,105.0699997,106.2099991,69575600
2023-04-25,104.9100037,105.4499969,102.4499969,102.5699997,65026800
2023-04-26,105.0400009,106.6200027,104.0999985,104.9800034,73803800
2023-04-27,108.1600037,110.8600006,106.8000031,109.8199997,149961200
2023-04-28,107.7300034,109.4800034,104.3300018,105.4499969,130715900
2023-05-01,104.9499969,105.2300034,101.8199997,102.0500031,74728100
2023-05-02,101.4700012,103.9000015,101.1500015,103.6299973,73469400
2023-05-03,103.7399979,105.9599991,103.2799988,103.6500015,65051900
2023-05-04,104.0400009,105.3899994,103.3099976,104.0,45345500
2023-05-05,104.2699966,105.7600021,103.5500031,105.6600037,56951700
2023-05-08,105.0400009,106.0999985,104.6999969,105.8300018,49430900
2023-05-09,105.4800034,106.7900009,105.1600037,106.6200027,44089400
2023-05-10,108.0999985,110.6699982,108.0500031,110.1900024,78627600
2023-05-11,111.0299988,113.2799988,110.4899979,112.1800003,74924800
2023-05-12,112.1600037,112.6399994,109.3199997,110.2600021,49852700
2023-05-15,111.1500015,112.2900009,109.25,111.1999969,53011100
2023-05-16,111.0500031,114.7900009,111.0500031,113.4000015,71472900
2023-05-17,114.8899994,115.8300018,114.2200012,115.5,65655200
2023-05-18,116.6900024,118.5999985,116.3399963,118.1500015,73174100
2023-05-19,118.1600037,118.3099976,115.6999969,116.25,55056300
2023-05-22,116.7699966,116.7699966,114.25,115.0100021,70741100
2023-05-23,114.2699966,117.1399994,113.7799988,114.9899979,67576300
2023-05-24,115.3499985,117.3399963,115.0199966,116.75,63487900
2023-05-25,116.6299973,116.8700027,114.3099976,115.0,66496700
2023-05-26,116.0400009,121.5,116.0199966,120.1100006,96779900
2023-05-30,122.3700027,122.9199982,119.8600006,121.6600037,64314800
2023-05-31,121.4499969,122.0400009,119.1699982,120.5800018,72800800
2023-06-01,120.6900024,123.4899979,119.9300003,122.7699966,54375100
2023-06-02,124.9199982,126.3899994,124.0199966,124.25,61264400
2023-06-05,123.3600006,125.8000031,123.0299988,125.3000031,47950100
2023-06-06,125.0699997,127.4000015,125.0,126.6100006,45695200
2023-06-07,127.0100021,127.3700027,120.6299973,121.2300034,95663300
2023-06-08,123.0100021,125.6299973,122.2600021,124.25,62159300
2023-06-09,124.0800018,125.8000031,123.1900024,123.4300003,51396000
2023-06-12,124.0199966,126.7799988,123.5299988,126.5699997,51338000
2023-06-13,128.1199951,128.4100037,125.1800003,126.6600037,50564800
2023-06-14,126.6999969,126.9499969,124.1200027,126.4199982,52422500
2023-06-15,125.2099991,127.6900024,124.3199997,127.1100006,60458500
2023-06-16,127.7099991,127.9000015,125.3000031,125.4899979,84247100
2023-06-20,124.9700012,127.25,124.5,125.7799988,56930100
2023-06-21,125.6399994,126.7300034,123.8499985,124.8300018,52137700
2023-06-22,125.3099976,130.3300018,125.1399994,130.1499939,90354600
2023-06-23,129.1100006,130.8399963,128.2799988,129.3300018,71927800
2023-06-26,129.3300018,131.4900055,127.0999985,127.3300018,59989300
2023-06-27,128.6300049,130.0899963,127.5500031,129.1799927,46801000
2023-06-28,128.9400024,131.4799957,128.4400024,129.0399933,52149500
2023-06-29,128.7700043,129.2599945,127.2600021,127.9000015,40761000
2023-06-30,129.4700012,131.25,128.9499969,130.3600006,54350700
2023-07-03,130.8200073,131.8500061,130.0700073,130.2200012,28264800
2023-07-05,130.2400055,131.3999939,129.6399994,130.3800049,35895400
2023-07-06,128.25,128.7299957,127.3700027,128.3600006,40639900
2023-07-07,128.5899963,130.9700012,128.1300049,129.7799988,41992300
2023-07-10,129.0700073,129.2799988,125.9199982,127.1299973,61889300
2023-07-11,127.75,129.7700043,127.3499985,128.7799988,49951500
2023-07-12,130.3099976,131.2599945,128.8300018,130.8000031,54022800
2023-07-13,134.0399933,134.6699982,132.7100067,134.3000031,61170900
2023-07-14,134.0599976,136.6499939,134.0599976,134.6799927,54487100
2023-07-17,134.5599976,135.6199951,133.2100067,133.5599976,48450200
2023-07-18,132.7100067,133.8600006,131.3500061,132.8300018,54882900
2023-07-19,133.3899994,135.9900055,132.5299988,135.3600006,54531000
2023-07-20,134.0700073,134.7899933,129.3300018,129.9600067,59820600
2023-07-21,131.3399963,131.3699951,128.4199982,130.0,133307300
2023-07-24,130.3099976,131.6600037,128.3500061,128.8000031,45591100
2023-07-25,129.3099976,129.5800018,128.5299988,129.1300049,39236700
2023-07-26,126.5100021,129.0800018,126.1100006,128.1499939,53910100
2023-07-27,131.0,132.6300049,127.7900009,128.25,52610700
2023-07-28,129.6900024,133.0099945,129.3300018,132.2100067,46317400
2023-07-31,133.1999969,133.8699951,132.3800049,133.6799927,41901500
2023-08-01,133.5500031,133.6900024,131.6199951,131.6900024,42098500
2023-08-02,130.1499939,130.2299957,126.8199997,128.2100067,51027600
2023-08-03,127.4800034,129.8399963,126.4100037,128.9100037,88585200
2023-08-04,141.0599976,143.6300049,139.3200073,139.5700073,153128500
2023-08-07,140.9900055,142.5399933,138.9499969,142.2200012,71213100
2023-08-08,140.6199951,140.8399963,138.4199982,139.9400024,51710500
2023-08-09,139.9700012,140.3200073,137.1000061,137.8500061,50017300
2023-08-10,139.0700073,140.4100037,137.4900055,138.5599976,58928400
2023-08-11,137.3999939,139.3300018,137.0,138.4100037,42905800
2023-08-14,138.3000031,140.5899963,137.75,140.5700073,47148700
2023-08-15,140.0500031,141.2799988,137.2299957,137.6699982,42781500
2023-08-16,137.1900024,137.2700043,135.0099945,135.0700073,41675900
2023-08-17,135.4600067,136.0899963,133.5299988,133.9799957,48354100
2023-08-18,131.6199951,134.0700073,131.1499939,133.2200012,48497700
2023-08-21,133.7400055,135.1900024,132.7100067,134.6799927,41442500
2023-08-22,135.0800018,135.6499939,133.7299957,134.25,32905400
2023-08-23,134.5,135.9499969,133.2200012,135.5200043,42801000
2023-08-24,136.3999939,136.7799988,131.8300018,131.8399963,43646300
2023-08-25,132.4700012,133.8699951,130.5800018,133.2599945,44147500
2023-08-28,133.7799988,133.9499969,131.8500061,133.1399994,34108400
2023-08-29,133.3800049,135.1399994,133.25,134.9100037,38646100
2023-08-30,134.9299927,135.6799927,133.9199982,135.0700073,36137000
2023-08-31,135.0599976,138.7899933,135.0,138.0099945,58781300
2023-09-01,139.4600067,139.9600067,136.8800049,138.1199951,40991500
2023-09-05,137.7299957,137.8000031,135.8200073,137.2700043,40636700
2023-09-06,136.3200073,137.4499969,134.6100006,135.3600006,41785500
2023-09-07,133.8999939,138.0299988,133.1600037,137.8500061,48498900
2023-09-08,136.8600006,138.8500061,136.75,138.2299957,38348200
2023-09-11,138.75,143.6199951,138.6399994,143.1000061,56764500
